,date,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,ClosingStockPrice
0,2022-12-30,SU,1980000000.0,0.0,1980000000.0,6312000000.0,5058000000.0,1186000000.0,14536000000.0,64649000000.0,2892000000.0,694000000.0,3586000000.0,758000000.0,81000000.0,1008000000.0,70082000000.0,0.0,84618000000.0,8167000000.0,3124000000.0,484000000.0,0.0,1578000000.0,12869000000.0,12495000000.0,22000000.0,8445000000.0,11420000000.0,32382000000.0,0.0,3012000000.0,45251000000.0,0.0,22257000000.0,15565000000.0,974000000.0,571000000.0,39367000000.0,39367000000.0,84618000000.0,0.0,84618000000.0,758000000.0,15619000000.0,13639000000.0,30.23411750793457
1,2021-12-31,SU,2205000000.0,0.0,2205000000.0,4662000000.0,4110000000.0,0.0,10977000000.0,67772000000.0,2892000000.0,631000000.0,3523000000.0,391000000.0,160000000.0,916000000.0,72762000000.0,0.0,83739000000.0,6503000000.0,1825000000.0,1292000000.0,0.0,2071000000.0,10399000000.0,16529000000.0,29000000.0,9241000000.0,10927000000.0,36726000000.0,0.0,2850000000.0,47125000000.0,0.0,23650000000.0,11538000000.0,814000000.0,612000000.0,36614000000.0,36614000000.0,83739000000.0,0.0,83739000000.0,391000000.0,18354000000.0,16149000000.0,22.851823806762695
2,2020-12-31,SU,1885000000.0,0.0,1885000000.0,3884000000.0,3617000000.0,0.0,9386000000.0,70416000000.0,2892000000.0,436000000.0,3328000000.0,323000000.0,209000000.0,954000000.0,75230000000.0,0.0,84616000000.0,4684000000.0,5251000000.0,87000000.0,0.0,614000000.0,10549000000.0,16448000000.0,35000000.0,8967000000.0,12860000000.0,38310000000.0,0.0,2908000000.0,48859000000.0,0.0,25144000000.0,9145000000.0,877000000.0,591000000.0,35757000000.0,35757000000.0,84616000000.0,0.0,84616000000.0,323000000.0,21699000000.0,19814000000.0,14.749186515808105
3,2019-12-31,SU,1960000000.0,0.0,1960000000.0,4185000000.0,3761000000.0,0.0,9906000000.0,75068000000.0,2892000000.0,166000000.0,3058000000.0,289000000.0,209000000.0,905000000.0,79529000000.0,0.0,89435000000.0,6555000000.0,2465000000.0,886000000.0,1207000000.0,310000000.0,10537000000.0,15505000000.0,40000000.0,10176000000.0,11135000000.0,36856000000.0,0.0,2931000000.0,47393000000.0,0.0,25167000000.0,15410000000.0,899000000.0,566000000.0,42042000000.0,42042000000.0,89435000000.0,0.0,89435000000.0,289000000.0,17970000000.0,16010000000.0,27.656496047973633
4,2018-12-31,SU,2221000000.0,0.0,2221000000.0,3320000000.0,3159000000.0,0.0,8700000000.0,76564000000.0,2892000000.0,169000000.0,3061000000.0,237000000.0,128000000.0,889000000.0,80879000000.0,0.0,89579000000.0,5647000000.0,3460000000.0,535000000.0,535000000.0,667000000.0,10309000000.0,13890000000.0,46000000.0,12045000000.0,9284000000.0,35265000000.0,0.0,1222000000.0,45574000000.0,0.0,25910000000.0,16479000000.0,1076000000.0,540000000.0,44005000000.0,44005000000.0,89579000000.0,0.0,89579000000.0,237000000.0,17350000000.0,15129000000.0,22.650136947631836
5,2022-12-30,CVE,4524000000.0,0.0,4524000000.0,3594000000.0,4312000000.0,402000000.0,12430000000.0,39029000000.0,2923000000.0,19000000.0,2942000000.0,420000000.0,546000000.0,502000000.0,43439000000.0,0.0,55869000000.0,6124000000.0,423000000.0,1211000000.0,0.0,1474000000.0,8021000000.0,11219000000.0,45000000.0,4283000000.0,4712000000.0,20259000000.0,0.0,2836000000.0,28280000000.0,519000000.0,16320000000.0,6392000000.0,1470000000.0,2875000000.0,27576000000.0,27589000000.0,55869000000.0,13000000.0,55869000000.0,420000000.0,11642000000.0,7118000000.0,18.985759735107422
6,2021-12-31,CVE,2873000000.0,0.0,2873000000.0,3892000000.0,3919000000.0,1304000000.0,11988000000.0,36955000000.0,3473000000.0,78000000.0,3551000000.0,441000000.0,694000000.0,475000000.0,42116000000.0,0.0,54104000000.0,6353000000.0,351000000.0,179000000.0,179000000.0,422000000.0,7305000000.0,15070000000.0,41000000.0,3286000000.0,4794000000.0,23191000000.0,0.0,2957000000.0,30496000000.0,519000000.0,17016000000.0,878000000.0,684000000.0,4499000000.0,23596000000.0,23608000000.0,54104000000.0,12000000.0,54104000000.0,441000000.0,15421000000.0,12548000000.0,11.817562103271484
7,2020-12-31,CVE,378000000.0,0.0,378000000.0,1388000000.0,1089000000.0,121000000.0,2976000000.0,27173000000.0,2272000000.0,89000000.0,2361000000.0,149000000.0,36000000.0,75000000.0,29794000000.0,0.0,32770000000.0,608000000.0,305000000.0,0.0,1410000000.0,36000000.0,2359000000.0,9014000000.0,1411000000.0,3234000000.0,45000000.0,13704000000.0,0.0,1757000000.0,16063000000.0,0.0,11040000000.0,501000000.0,775000000.0,4391000000.0,16707000000.0,16707000000.0,32770000000.0,0.0,32770000000.0,149000000.0,9319000000.0,8941000000.0,5.772466659545898
8,2019-12-31,CVE,186000000.0,0.0,186000000.0,1561000000.0,1532000000.0,5000000.0,3284000000.0,29946000000.0,2272000000.0,101000000.0,2272000000.0,52000000.0,-52000000.0,211000000.0,32429000000.0,0.0,35713000000.0,2210000000.0,196000000.0,17000000.0,34000000.0,81000000.0,2521000000.0,8419000000.0,1457000000.0,4032000000.0,83000000.0,13991000000.0,0.0,1916000000.0,16512000000.0,0.0,11040000000.0,2957000000.0,827000000.0,4377000000.0,19201000000.0,19201000000.0,35713000000.0,0.0,35713000000.0,52000000.0,8615000000.0,8429000000.0,9.555397033691406
9,2018-12-31,CVE,781000000.0,0.0,781000000.0,1238000000.0,1013000000.0,208000000.0,3195000000.0,29483000000.0,2272000000.0,0.0,2272000000.0,38000000.0,122000000.0,64000000.0,31979000000.0,0.0,35174000000.0,1833000000.0,682000000.0,17000000.0,17000000.0,68000000.0,2600000000.0,8482000000.0,1604000000.0,4861000000.0,159000000.0,15106000000.0,0.0,0.0,17706000000.0,0.0,11040000000.0,1023000000.0,1038000000.0,4367000000.0,17468000000.0,17468000000.0,35174000000.0,0.0,35174000000.0,38000000.0,9164000000.0,8383000000.0,6.529032230377197
10,2022-12-30,CNQ,920000000.0,491000000.0,1411000000.0,3555000000.0,1815000000.0,61000000.0,7057000000.0,68532000000.0,0.0,0.0,0.0,0.0,0.0,553000000.0,69085000000.0,0.0,76142000000.0,1341000000.0,404000000.0,1324000000.0,0.0,6906000000.0,8651000000.0,11041000000.0,0.0,10114000000.0,8161000000.0,29316000000.0,0.0,0.0,37967000000.0,0.0,10294000000.0,27672000000.0,209000000.0,0.0,38175000000.0,38175000000.0,76142000000.0,0.0,76142000000.0,491000000.0,11445000000.0,10525000000.0,52.95648193359375
11,2021-12-31,CNQ,744000000.0,309000000.0,1053000000.0,3111000000.0,1548000000.0,35000000.0,5942000000.0,70158000000.0,0.0,0.0,0.0,0.0,0.0,565000000.0,70723000000.0,0.0,76665000000.0,803000000.0,1000000000.0,1607000000.0,4671000000.0,948000000.0,7422000000.0,13694000000.0,0.0,10220000000.0,8384000000.0,32298000000.0,0.0,1584000000.0,39720000000.0,0.0,10168000000.0,26778000000.0,-1000000.0,0.0,36945000000.0,36945000000.0,76665000000.0,0.0,76665000000.0,309000000.0,14694000000.0,13950000000.0,37.061946868896484
12,2020-12-31,CNQ,184000000.0,305000000.0,489000000.0,2499000000.0,1060000000.0,82000000.0,4361000000.0,69833000000.0,0.0,0.0,0.0,0.0,0.0,1082000000.0,70915000000.0,0.0,75276000000.0,667000000.0,1343000000.0,0.0,2346000000.0,722000000.0,5078000000.0,20110000000.0,0.0,10144000000.0,7564000000.0,37818000000.0,0.0,1879000000.0,42896000000.0,0.0,9606000000.0,22766000000.0,8000000.0,0.0,32380000000.0,32380000000.0,75276000000.0,0.0,75276000000.0,305000000.0,21453000000.0,21269000000.0,20.191205978393555
13,2019-12-31,CNQ,139000000.0,490000000.0,629000000.0,2478000000.0,1152000000.0,54000000.0,4487000000.0,72411000000.0,0.0,0.0,0.0,0.0,0.0,1223000000.0,73634000000.0,0.0,78121000000.0,816000000.0,2391000000.0,0.0,2611000000.0,819000000.0,6637000000.0,18591000000.0,0.0,10539000000.0,7363000000.0,36493000000.0,0.0,2042000000.0,43130000000.0,0.0,9533000000.0,25424000000.0,34000000.0,0.0,34991000000.0,34991000000.0,78121000000.0,0.0,78121000000.0,490000000.0,20982000000.0,20843000000.0,24.94506072998047
14,2018-12-31,CNQ,101000000.0,524000000.0,625000000.0,1148000000.0,955000000.0,116000000.0,3020000000.0,67196000000.0,0.0,0.0,0.0,287000000.0,0.0,1056000000.0,68539000000.0,0.0,71559000000.0,779000000.0,1141000000.0,151000000.0,151000000.0,2691000000.0,4762000000.0,19482000000.0,0.0,11451000000.0,3890000000.0,34823000000.0,0.0,0.0,39585000000.0,0.0,9323000000.0,22529000000.0,122000000.0,0.0,31974000000.0,31974000000.0,71559000000.0,0.0,71559000000.0,811000000.0,20623000000.0,20522000000.0,17.853063583374023
15,2022-12-30,TRP,620000000.0,0.0,620000000.0,3624000000.0,936000000.0,2152000000.0,7332000000.0,77835000000.0,12843000000.0,0.0,12843000000.0,9535000000.0,1070000000.0,5733000000.0,107016000000.0,0.0,114348000000.0,7149000000.0,8160000000.0,0.0,62000000.0,1536000000.0,16907000000.0,50140000000.0,32000000.0,7648000000.0,5505000000.0,63325000000.0,0.0,379000000.0,80232000000.0,2499000000.0,28995000000.0,819000000.0,955000000.0,722000000.0,33990000000.0,34116000000.0,114348000000.0,126000000.0,114348000000.0,9535000000.0,58300000000.0,57680000000.0,37.09792709350586
16,2021-12-31,TRP,673000000.0,0.0,673000000.0,4309000000.0,724000000.0,1717000000.0,7423000000.0,70182000000.0,12582000000.0,0.0,12582000000.0,8441000000.0,509000000.0,5081000000.0,96795000000.0,0.0,104218000000.0,5099000000.0,6486000000.0,0.0,90000000.0,1366000000.0,13041000000.0,46280000000.0,184000000.0,6142000000.0,5175000000.0,57781000000.0,0.0,380000000.0,70822000000.0,3487000000.0,26716000000.0,3773000000.0,-1434000000.0,729000000.0,33271000000.0,33396000000.0,104218000000.0,125000000.0,104218000000.0,8441000000.0,52766000000.0,52093000000.0,40.87307357788086
17,2020-12-31,TRP,1530000000.0,0.0,1530000000.0,2162000000.0,629000000.0,880000000.0,5201000000.0,69775000000.0,12679000000.0,0.0,12679000000.0,6677000000.0,177000000.0,5791000000.0,95099000000.0,0.0,100300000000.0,3816000000.0,6148000000.0,0.0,129000000.0,1894000000.0,11987000000.0,43411000000.0,203000000.0,5806000000.0,5420000000.0,54840000000.0,0.0,427000000.0,66827000000.0,3980000000.0,24488000000.0,5367000000.0,-2439000000.0,2000000.0,31398000000.0,33473000000.0,100300000000.0,2075000000.0,100300000000.0,6677000000.0,49559000000.0,48029000000.0,33.78310012817383
18,2019-12-31,TRP,1343000000.0,0.0,1343000000.0,2422000000.0,452000000.0,627000000.0,7651000000.0,65489000000.0,12887000000.0,2168000000.0,15055000000.0,6506000000.0,37000000.0,4541000000.0,91628000000.0,0.0,99279000000.0,4544000000.0,7005000000.0,0.0,120000000.0,1230000000.0,12899000000.0,42894000000.0,226000000.0,5703000000.0,5160000000.0,53983000000.0,0.0,476000000.0,66882000000.0,3980000000.0,24387000000.0,3955000000.0,-1559000000.0,0.0,30763000000.0,32397000000.0,99279000000.0,1634000000.0,99279000000.0,6506000000.0,49899000000.0,48556000000.0,41.754249572753906
19,2018-12-31,TRP,446000000.0,0.0,446000000.0,2535000000.0,431000000.0,1180000000.0,5135000000.0,66503000000.0,14178000000.0,1921000000.0,16099000000.0,7113000000.0,322000000.0,3748000000.0,93785000000.0,0.0,98920000000.0,5408000000.0,6224000000.0,0.0,-870000000.0,2184000000.0,12946000000.0,44017000000.0,0.0,6026000000.0,4938000000.0,54981000000.0,0.0,0.0,67927000000.0,3980000000.0,23174000000.0,2773000000.0,-606000000.0,17000000.0,29338000000.0,30993000000.0,98920000000.0,1655000000.0,98920000000.0,7113000000.0,50241000000.0,49795000000.0,26.71483039855957
20,2022-12-30,IMO,3749000000.0,0.0,3749000000.0,4719000000.0,2268000000.0,754000000.0,10736000000.0,30506000000.0,166000000.0,1223000000.0,166000000.0,893000000.0,4713000000.0,-3490000000.0,32788000000.0,0.0,43524000000.0,6194000000.0,122000000.0,2582000000.0,0.0,2582000000.0,8898000000.0,4184000000.0,0.0,4713000000.0,3316000000.0,12213000000.0,0.0,737000000.0,21111000000.0,0.0,1079000000.0,21846000000.0,-512000000.0,0.0,22413000000.0,22413000000.0,43524000000.0,0.0,43524000000.0,893000000.0,4306000000.0,557000000.0,47.41776657104492
21,2021-12-31,IMO,2153000000.0,0.0,2153000000.0,3869000000.0,1791000000.0,689000000.0,7813000000.0,31240000000.0,166000000.0,806000000.0,166000000.0,757000000.0,4542000000.0,-3736000000.0,32969000000.0,0.0,40782000000.0,5184000000.0,122000000.0,248000000.0,0.0,248000000.0,5554000000.0,5201000000.0,3154000000.0,4542000000.0,596000000.0,13493000000.0,0.0,754000000.0,19047000000.0,0.0,1252000000.0,21660000000.0,-1177000000.0,0.0,21735000000.0,21735000000.0,40782000000.0,0.0,40782000000.0,757000000.0,5323000000.0,3170000000.0,34.35976791381836
22,2020-12-31,IMO,771000000.0,0.0,771000000.0,1919000000.0,1834000000.0,673000000.0,4524000000.0,32034000000.0,166000000.0,526000000.0,166000000.0,781000000.0,4176000000.0,-3650000000.0,33507000000.0,0.0,38031000000.0,3153000000.0,227000000.0,0.0,-3153000000.0,3153000000.0,3380000000.0,5052000000.0,3826000000.0,4176000000.0,179000000.0,13233000000.0,0.0,605000000.0,16613000000.0,0.0,1357000000.0,22050000000.0,-1989000000.0,0.0,21418000000.0,21418000000.0,38031000000.0,0.0,38031000000.0,781000000.0,5279000000.0,4508000000.0,17.59443473815918
23,2019-12-31,IMO,1718000000.0,0.0,1718000000.0,2699000000.0,1912000000.0,616000000.0,6329000000.0,34203000000.0,186000000.0,578000000.0,186000000.0,891000000.0,4718000000.0,-4140000000.0,35858000000.0,0.0,42187000000.0,4260000000.0,229000000.0,106000000.0,0.0,106000000.0,4595000000.0,5104000000.0,3275000000.0,4718000000.0,219000000.0,13316000000.0,0.0,657000000.0,17911000000.0,0.0,1375000000.0,24812000000.0,-1911000000.0,0.0,24276000000.0,24276000000.0,42187000000.0,0.0,42187000000.0,891000000.0,5333000000.0,3615000000.0,23.57581901550293
24,2018-12-31,IMO,988000000.0,0.0,988000000.0,2529000000.0,1838000000.0,541000000.0,5355000000.0,34225000000.0,186000000.0,833000000.0,186000000.0,857000000.0,5091000000.0,-4258000000.0,36101000000.0,0.0,41456000000.0,3688000000.0,202000000.0,65000000.0,0.0,65000000.0,3955000000.0,4978000000.0,2708000000.0,5091000000.0,235000000.0,13012000000.0,0.0,531000000.0,16967000000.0,0.0,1446000000.0,24560000000.0,-1517000000.0,0.0,24489000000.0,24489000000.0,41456000000.0,0.0,41456000000.0,857000000.0,5180000000.0,4192000000.0,22.00107192993164
25,2022-12-30,ENB,861000000.0,0.0,861000000.0,7366000000.0,2255000000.0,604000000.0,12147000000.0,104460000000.0,32440000000.0,4018000000.0,36458000000.0,15936000000.0,472000000.0,10135000000.0,167461000000.0,0.0,179608000000.0,5340000000.0,8041000000.0,683000000.0,0.0,6920000000.0,20301000000.0,72939000000.0,0.0,13781000000.0,9189000000.0,95909000000.0,0.0,0.0,116210000000.0,6818000000.0,64760000000.0,-15486000000.0,3520000000.0,275000000.0,59887000000.0,63398000000.0,179608000000.0,3511000000.0,179608000000.0,15936000000.0,80980000000.0,80119000000.0,36.436065673828125
26,2021-12-31,ENB,286000000.0,0.0,286000000.0,6181000000.0,1670000000.0,259000000.0,8959000000.0,100067000000.0,32775000000.0,4008000000.0,36783000000.0,13324000000.0,488000000.0,9243000000.0,159905000000.0,0.0,168864000000.0,4560000000.0,7679000000.0,478000000.0,5273000000.0,717000000.0,18229000000.0,67961000000.0,0.0,11689000000.0,7617000000.0,87267000000.0,0.0,0.0,105496000000.0,7747000000.0,64799000000.0,-10989000000.0,-1096000000.0,365000000.0,60826000000.0,63368000000.0,168864000000.0,2542000000.0,168864000000.0,13324000000.0,75640000000.0,75354000000.0,34.22642135620117
27,2020-12-31,ENB,452000000.0,0.0,452000000.0,5001000000.0,1536000000.0,361000000.0,7350000000.0,94571000000.0,32700000000.0,2080000000.0,34780000000.0,13818000000.0,770000000.0,8999000000.0,152938000000.0,-12000000.0,160276000000.0,3519000000.0,4078000000.0,622000000.0,5486000000.0,896000000.0,13979000000.0,62819000000.0,0.0,10332000000.0,8783000000.0,81934000000.0,0.0,0.0,95913000000.0,7747000000.0,64768000000.0,-9995000000.0,-1401000000.0,248000000.0,61367000000.0,64363000000.0,160276000000.0,2996000000.0,160276000000.0,13818000000.0,66897000000.0,66445000000.0,26.16108512878418
28,2019-12-31,ENB,648000000.0,0.0,648000000.0,6523000000.0,1299000000.0,355000000.0,8825000000.0,93723000000.0,33153000000.0,2173000000.0,35326000000.0,16528000000.0,1000000000.0,7867000000.0,154444000000.0,0.0,163269000000.0,4557000000.0,5302000000.0,890000000.0,5231000000.0,920000000.0,16010000000.0,59661000000.0,0.0,9867000000.0,8324000000.0,77852000000.0,0.0,0.0,93862000000.0,7747000000.0,64746000000.0,-6314000000.0,-272000000.0,136000000.0,66043000000.0,69407000000.0,163269000000.0,3364000000.0,163269000000.0,16528000000.0,64963000000.0,64315000000.0,30.278078079223633
29,2018-12-31,ENB,518000000.0,0.0,518000000.0,6098000000.0,1339000000.0,617000000.0,8572000000.0,94540000000.0,34459000000.0,2372000000.0,36831000000.0,16707000000.0,1374000000.0,8881000000.0,158333000000.0,0.0,166905000000.0,4644000000.0,4283000000.0,801000000.0,0.0,5928000000.0,14855000000.0,60327000000.0,0.0,9454000000.0,8834000000.0,78615000000.0,0.0,0.0,93470000000.0,7747000000.0,64677000000.0,-5538000000.0,2672000000.0,-88000000.0,69470000000.0,73435000000.0,166905000000.0,3965000000.0,166905000000.0,16707000000.0,64610000000.0,64092000000.0,22.587324142456055
30,2022-12-30,PPL,482166400.0,0.0,482166400.0,2164331200.0,599999200.0,578328800.0,3824825600.0,40954347200.0,3044691200.0,423927200.0,3468618400.0,0.0,2708800.0,2995932800.0,47421607200.0,0.0,51246432800.0,1626634400.0,1813541600.0,167945600.0,0.0,1691645600.0,5131821600.0,17456861600.0,0.0,4231145600.0,5576064800.0,27264072000.0,0.0,0.0,32395893600.0,0.0,16692980000.0,3631146400.0,-167945600.0,-1309704800.0,18846476000.0,18850539200.0,51246432800.0,4063200.0,51246432800.0,0.0,19270403200.0,18788236800.0,38.14188519439698
31,2021-12-31,PPL,4527313800.0,0.0,4527313800.0,1201874400.0,408231600.0,210454800.0,6347874600.0,32290866000.0,907744800.0,434855400.0,1342600200.0,-1308369600.0,1308369600.0,2138778600.0,35772244800.0,0.0,42120119400.0,860836200.0,688415400.0,121708800.0,0.0,1395847800.0,2945099400.0,13522354800.0,0.0,4145706000.0,4108939800.0,21777000600.0,0.0,0.0,24722100000.0,0.0,15607885800.0,3260781600.0,-199044600.0,-1271603400.0,17398019400.0,17398019400.0,42120119400.0,0.0,42120119400.0,-1308369600.0,14210770200.0,9683456400.0,35.57830490570068
